method,checkpoint,checkpoint_step,scenario,motion_mode,threat_class,steps,raw_unsafe_rate,raw_safe_margin_unsafe_rate,raw_min_predicted_cpa,raw_min_predicted_ttc
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,sinusoidal_lateral,high,418,0.3444976076555024,0.3684210526315789,4.134069065499881,1.6576593228387793
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,sinusoidal_lateral,low,291,0.17869415807560138,0.19243986254295534,4.691946224255097,1.6137009776973914
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_id,sinusoidal_lateral,medium,450,0.3333333333333333,0.36,3.8187487622588137,1.454868358665127
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,accel_decel,high,689,0.30043541364296084,0.3164005805515239,3.7742901030582874,1.7131668797435022
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,accel_decel,low,146,0.3904109589041096,0.4383561643835616,3.3638963207398374,1.9173343788400932
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,accel_decel,medium,437,0.2723112128146453,0.2974828375286041,4.009245709216678,2.0833693826269393
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,ar1_velocity,high,559,0.3094812164579606,0.370304114490161,3.579610211585402,1.8605880457657442
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,ar1_velocity,low,153,0.3660130718954248,0.43137254901960786,4.082110996120701,1.7443972068403026
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,ar1_velocity,medium,583,0.24356775300171526,0.27787307032590053,3.4846721746084977,1.5738713044775976
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,crossing_or_sudden_threat,high,366,0.32786885245901637,0.3360655737704918,4.278765770494894,1.943712995344198
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,crossing_or_sudden_threat,low,149,0.0738255033557047,0.0738255033557047,5.110434566158801,1.1561955448845187
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,crossing_or_sudden_threat,medium,309,0.16181229773462782,0.23948220064724918,4.1679595737133335,1.4186187890306932
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,linear,high,111,0.5675675675675675,0.5675675675675675,1.968075554708841,1.972280043520886
gpsi_heada_ppo_no_shield,gpsi_ppo_1000k,1000000,eval_flow_mixed_ood,linear,low,27,0.18518518518518517,0.4074074074074074,1.904936335015076,1.2034750297323402
