policy_name,scenario,episode_id,success,collision,near_miss,mean_min_distance,min_distance,progress,mean_time,episode_length,threat_valid_rate,planned_cpa_min,planned_cpa_mean,planned_ttc_min,planned_ttc_mean,replacement_count,spawn_count,remove_count,mean_active_obstacle_count,max_active_obstacle_count,min_active_obstacle_count,init_collision,out_of_bounds,out_of_bounds_count,nan_or_crash,turn_time,threat_obstacle_id,planned_cpa_to_threat,planned_ttc_to_threat
random,eval_flow_id,17,0,0,0,8.713027556419373,3.601696729660034,0.13708607030306946,100.0,500,1.0,0.3529525101184845,2.2045111656188965,0.0,0.2063942849636078,56,61,56,5.0,5,5,0,0,0,0,,61,0.35295252500071156,5.314905952555776
random,eval_flow_id,18,0,0,0,7.849051245689392,4.31636381149292,0.004859492929435748,100.0,500,1.0,0.36660587787628174,1.8856297731399536,0.0,1.0361709594726562,95,103,95,8.0,8,8,0,0,0,0,,95,0.36660587853218984,7.897065658618265
random,eval_flow_id,19,0,0,0,8.155037070274354,4.757431983947754,0.11729086214574293,100.0,500,1.0,0.6537061929702759,2.1686360836029053,0.0,0.5082789063453674,128,135,128,7.0,7,7,0,0,0,0,,118,0.6537061664079644,6.054492163377297
straight_line,eval_flow_id,0,1,0,1,3.4566850718997775,1.1014069318771362,0.9782570100192399,16.8,84,1.0,1.006972312927246,2.6833248138427734,0.0,1.4776979684829712,30,36,30,6.0,6,6,0,0,0,0,,38,1.0069722802913859,3.6918575770605075
straight_line,eval_flow_id,1,0,1,0,4.612537991432917,0.34630870819091797,0.23745897100889105,4.2,21,1.0,0.3966709077358246,1.1987210512161255,0.0,2.4859509468078613,11,16,11,5.0,5,5,0,0,0,0,,2,0.39667090798266225,4.101421564593942
straight_line,eval_flow_id,2,0,1,0,5.006373352729357,0.49924540519714355,0.2962699145241803,5.2,26,1.0,0.5425721406936646,1.496806263923645,0.0,1.915711760520935,12,18,12,6.0,6,6,0,0,0,0,,12,0.5425721472276679,4.7006917991094195
straight_line,eval_flow_id,3,0,1,0,4.8952832532965616,0.5360658168792725,0.2609784322192727,4.6000000000000005,23,1.0,0.46358224749565125,1.6326754093170166,0.0,1.996246337890625,10,17,10,7.0,7,7,0,0,0,0,,0,0.4635822582741495,4.581889703097772
straight_line,eval_flow_id,4,0,1,0,5.7167413146407515,0.4905726909637451,0.3079551128991445,5.4,27,1.0,0.9007892608642578,2.3491902351379395,0.0,0.5478799343109131,7,15,7,8.0,8,8,0,0,0,0,,7,0.9007892444702267,5.042786237921893
straight_line,eval_flow_id,5,0,1,0,2.6899868029135243,0.5377304553985596,0.9431899039871865,16.2,81,1.0,0.47645869851112366,1.1557419300079346,0.0,3.0824122428894043,33,40,33,7.0,7,7,0,0,0,0,,25,0.4764587063678015,8.450744546839335
straight_line,eval_flow_id,6,0,1,0,4.201288506940559,0.44500699639320374,0.3080266710166247,5.4,27,1.0,0.5729414820671082,2.0700275897979736,0.0,2.224228858947754,12,18,12,6.0,6,6,0,0,0,0,,18,0.5729414631284407,8.019926227990249
straight_line,eval_flow_id,7,0,1,0,5.979942500591278,0.5596724152565002,0.28447853537747303,5.0,25,1.0,0.48887696862220764,1.8526467084884644,0.0,1.322795033454895,5,13,5,8.0,8,8,0,0,0,0,,9,0.4888769777546105,4.831750382979608
straight_line,eval_flow_id,8,0,1,0,4.0996451158272595,0.5273398756980896,0.2138853205210106,3.8000000000000003,19,1.0,0.5443196892738342,1.1841299533843994,0.0,0.30154457688331604,4,9,4,5.0,5,5,0,0,0,0,,4,0.5443196781114835,3.3035217391206233
straight_line,eval_flow_id,9,0,1,0,4.8167621578489035,0.5663195848464966,0.31968158034483124,5.6000000000000005,28,1.0,0.40834251046180725,2.261554002761841,0.0,1.4999570846557617,4,9,4,5.0,5,5,0,0,0,0,,1,0.4083424957374293,5.710407038103225
straight_line,eval_flow_id,10,0,1,0,3.631764751056145,0.4146997928619385,0.3315584194116941,5.800000000000001,29,1.0,0.6112971901893616,1.815526008605957,0.0,2.0996344089508057,14,22,14,8.0,8,8,0,0,0,0,2.531605130018189,15,0.6112972040868497,7.289266813668136
straight_line,eval_flow_id,11,0,1,0,3.385873877707823,0.5379382967948914,0.9432869190032862,16.2,81,1.0,0.6235927939414978,1.745344877243042,0.0,1.7775310277938843,51,59,51,8.0,8,8,0,0,0,0,,73,0.6235927763790127,6.846806008598936
straight_line,eval_flow_id,12,0,1,0,3.2461291193962096,0.5053160190582275,0.5786153922099895,10.0,50,1.0,0.5605533123016357,1.2442792654037476,0.0,1.2353774309158325,19,25,19,6.0,6,6,0,0,0,0,,14,0.560553319934085,8.521153069246097
straight_line,eval_flow_id,13,0,1,0,4.060435049674091,0.6138554811477661,0.19037008107295264,3.4000000000000004,17,1.0,0.7167330384254456,1.3240649700164795,0.0,1.968890905380249,6,13,6,7.0,7,7,0,0,0,0,,2,0.7167330627894579,4.0253562435465176
straight_line,eval_flow_id,14,0,1,0,4.017255548101205,0.5539459586143494,0.6021078911518988,10.4,52,1.0,0.5980035662651062,1.2919291257858276,0.0,3.412325859069824,19,25,19,6.0,6,6,0,0,0,0,,26,0.5980035492680934,4.661991345568978
straight_line,eval_flow_id,15,0,1,0,5.714296048102171,0.601909339427948,0.2609553398506983,4.6000000000000005,23,1.0,0.4709872007369995,1.8157522678375244,0.0,1.8262163400650024,13,21,13,8.0,8,8,0,0,0,0,,20,0.4709872136086998,6.787635799347019
straight_line,eval_flow_id,16,0,1,0,2.9105776449044547,0.38413307070732117,0.7315013009018808,12.600000000000001,63,1.0,0.39882177114486694,1.6631600856781006,0.0,0.9881088137626648,11,16,11,5.0,5,5,0,0,0,0,,11,0.39882176738019837,6.5880612531478775
straight_line,eval_flow_id,17,0,1,0,4.507020971841282,0.44371911883354187,0.2021304675970236,3.6,18,1.0,0.660897433757782,2.2394587993621826,0.0,1.3075733184814453,10,18,10,8.0,8,8,0,0,0,0,,17,0.6608974514757371,3.648356659220746
straight_line,eval_flow_id,18,0,1,0,4.823246819277604,0.4606500267982483,0.272673780572612,4.800000000000001,24,1.0,1.040198802947998,2.2825920581817627,0.0,1.236285924911499,3,8,3,5.0,5,5,0,0,0,0,,7,1.0401988144446792,4.366890187596098
straight_line,eval_flow_id,19,0,1,0,3.1275492505385327,0.3573254644870758,0.2962697047072074,5.2,26,1.0,0.45364683866500854,1.8220033645629883,0.0,3.2108314037323,7,13,7,6.0,6,6,0,0,0,0,,2,0.45364683239478737,5.117572607340516
reactive,eval_flow_id,0,0,0,0,3.4068279752731323,1.9043277502059937,0.8988478840775354,100.0,500,1.0,0.4276481568813324,1.8090763092041016,0.0,1.0824445486068726,148,155,148,7.0,7,7,0,0,0,0,,185,0.42764815492333347,6.760921847751941
reactive,eval_flow_id,1,0,1,0,3.691637639488493,0.5898420810699463,0.9535840957193269,86.80000000000001,434,1.0,0.5817961692810059,1.4923572540283203,0.0,2.5166172981262207,95,101,95,6.0,6,6,0,0,0,0,,111,0.5817961773681577,8.228143176982359
reactive,eval_flow_id,2,0,0,0,3.4318047642707823,1.9675147533416748,0.9028942977492036,100.0,500,1.0,0.8814745545387268,2.348489284515381,0.0,0.45203566551208496,142,150,142,8.0,8,8,0,0,0,0,,162,0.8814745365310825,3.847450386571014
reactive,eval_flow_id,3,0,0,1,3.8094278457164763,0.8529295921325684,1.0,100.0,500,1.0,1.6532113552093506,2.449190616607666,0.0,0.0,164,170,164,6.0,6,6,0,0,0,0,98.20000000000002,246,1.653211366220267,0.8
reactive,eval_flow_id,4,0,1,0,4.279298542306581,0.5369330048561096,1.0,51.400000000000006,257,1.0,0.5116931796073914,1.7314739227294922,0.0,0.0,77,82,77,5.0,5,5,0,0,0,0,,98,0.5116931524265063,0.8
reactive,eval_flow_id,5,1,0,0,4.092543943538222,1.8286305665969849,0.9997740396460568,43.0,215,1.0,0.5912632942199707,1.4726803302764893,0.0,2.912118911743164,57,62,57,5.0,5,5,0,0,0,0,,67,0.5912632929494268,7.869915574060017
reactive,eval_flow_id,6,0,0,1,3.4545885157585143,0.7039278149604797,1.0,100.0,500,1.0,1.7781574726104736,3.3209455013275146,0.0,0.08571428805589676,125,132,125,7.0,7,7,0,0,0,0,,167,1.7781574473323354,0.8
reactive,eval_flow_id,7,1,0,0,3.7706569309035936,1.8813995122909546,0.9802258347162833,57.6,288,1.0,0.4442131519317627,2.6344292163848877,0.0,0.8656848669052124,53,58,53,5.0,5,5,0,0,0,0,,66,0.4442131584957323,5.835845106143746
reactive,eval_flow_id,8,1,0,0,3.8467742656570634,2.0103166103363037,0.9815329796668909,61.2,306,1.0,0.4633181095123291,1.70353102684021,0.20000000298023224,4.0973711013793945,96,103,96,7.0,7,7,0,0,0,0,,111,0.4633181190501675,0.8
reactive,eval_flow_id,9,0,0,1,3.5018068335056305,1.0535519123077393,0.8979302287699749,100.0,500,1.0,0.4388783872127533,2.2952523231506348,0.0,0.3865772485733032,118,124,118,6.0,6,6,0,0,0,0,,147,0.43887838440278726,0.8
reactive,eval_flow_id,10,0,0,1,3.5159958477020266,0.7521138787269592,0.9229151178819199,100.0,500,1.0,0.42899730801582336,1.164448618888855,0.0,2.466015100479126,137,143,137,6.0,6,6,0,0,0,0,,166,0.428997315334061,3.652153894371948
reactive,eval_flow_id,11,0,0,1,3.6231622874736784,1.1202651262283325,1.0,100.0,500,1.0,0.6802787184715271,1.7567415237426758,0.0,1.2683185338974,115,121,115,6.0,6,6,0,0,0,0,,125,0.680278696108616,7.2796261223962455
reactive,eval_flow_id,12,0,0,0,3.6370893981456756,1.6799622774124146,0.93295049901583,100.0,500,1.0,0.6286395788192749,2.219010829925537,0.0,1.1491034030914307,125,133,125,8.0,8,8,0,0,0,0,,139,0.6286396058568203,0.8
reactive,eval_flow_id,13,0,1,0,3.3055656423486277,0.6359785795211792,1.0,69.4,347,1.0,2.0085391998291016,2.7249019145965576,0.0,0.20000000298023224,103,109,103,6.0,6,6,0,0,0,0,,154,2.008539114076635,0.8
reactive,eval_flow_id,14,0,1,0,4.922902304563463,0.5375016331672668,0.9607261510319829,32.2,161,1.0,1.7528718709945679,2.3644986152648926,0.0,0.6021608114242554,48,55,48,7.0,7,7,0,0,0,0,30.4,55,1.7528719200638765,0.8
reactive,eval_flow_id,15,0,0,1,3.4036788979768753,0.96865314245224,0.9105948681494694,100.0,500,1.0,0.46981281042099,1.6058151721954346,0.0,1.2378451824188232,93,98,93,5.0,5,5,0,0,0,0,,108,0.4698128186881454,0.8
reactive,eval_flow_id,16,1,0,0,4.477406367879783,2.149639368057251,1.0,40.6,203,1.0,0.7745941281318665,1.5843174457550049,0.6000000238418579,3.3564085960388184,44,49,44,5.0,5,5,0,0,0,0,,52,0.7745941532429297,0.8
reactive,eval_flow_id,17,0,0,0,3.9796106491088867,1.536569595336914,1.0,100.0,500,1.0,0.6082586050033569,2.788036346435547,0.0,0.23333333432674408,177,183,177,6.0,6,6,0,0,0,0,100.20000000000002,290,0.6082585856439533,0.8
reactive,eval_flow_id,18,0,0,1,3.8649566255807875,0.846028208732605,1.0,100.0,500,1.0,1.5811841487884521,2.875584125518799,0.0,0.12000000476837158,134,139,134,5.0,5,5,0,0,0,0,,204,1.581184180951089,0.8
reactive,eval_flow_id,19,0,0,0,3.662381668329239,1.9523929357528687,0.9338383394129136,100.0,500,1.0,0.9174233078956604,1.8535889387130737,0.0,1.156907558441162,131,139,131,8.0,8,8,0,0,0,0,92.10579979060074,156,0.9174232934544969,7.1675531204935545
random,eval_flow_high_density,0,0,0,0,7.159770255565643,3.777620792388916,0.11647539271273225,100.0,500,1.0,0.8326107859611511,1.965761661529541,0.0,0.869573175907135,108,117,108,9.0,9,9,0,0,0,0,,104,0.8326107911592218,5.850043523690301
random,eval_flow_high_density,1,0,0,0,6.83742211484909,3.251103401184082,0.04610724407525865,100.0,500,1.0,0.46004462242126465,1.5489814281463623,0.0,0.7382313013076782,122,132,122,10.0,10,10,0,0,0,0,,116,0.4600446314187616,6.961955569456507
random,eval_flow_high_density,2,0,0,0,6.4642844429016115,1.731132984161377,0.15756534121443702,100.0,500,1.0,0.44941043853759766,1.634672999382019,0.0,1.1948503255844116,103,112,103,9.0,9,9,0,0,0,0,,104,0.44941043405830006,3.2969477031655616
random,eval_flow_high_density,3,0,0,0,6.420964910507202,1.6687310934066772,0.16345228356698377,100.0,500,1.0,0.4329414367675781,1.3534276485443115,0.0,0.6685073375701904,115,124,115,9.0,9,9,0,0,0,0,,127,0.4329414319428344,4.869751985076887
random,eval_flow_high_density,4,0,0,0,7.55314614868164,3.710500955581665,0.1321642854459062,100.0,500,1.0,0.8719258904457092,2.1137232780456543,0.0,0.9564124345779419,110,118,110,8.0,8,8,0,0,0,0,,111,0.8719258892975867,2.941162604035381
random,eval_flow_high_density,5,0,0,0,7.342471858024597,4.6172614097595215,0.0,100.0,500,1.0,0.37601277232170105,1.87265944480896,0.0,0.31560996174812317,105,114,105,9.0,9,9,0,0,0,0,,108,0.37601278182096154,5.682376547662351
random,eval_flow_high_density,6,0,0,0,6.358583213806153,3.200517177581787,0.0,100.0,500,1.0,0.3891960084438324,1.750245451927185,0.0,1.3286926746368408,123,133,123,10.0,10,10,0,0,0,0,,142,0.3891960066975925,6.321294554691663
random,eval_flow_high_density,7,0,0,0,7.534893977165222,2.8897266387939453,0.0,100.0,500,1.0,0.45047101378440857,2.0473713874816895,0.0,0.6115294694900513,106,114,106,8.0,8,8,0,0,0,0,,104,0.45047101106127774,7.405247158374689
random,eval_flow_high_density,8,0,0,0,7.151432005405426,2.7299787998199463,0.0,100.0,500,1.0,0.7558112144470215,1.7661285400390625,0.0,0.635837972164154,113,122,113,9.0,9,9,0,0,0,0,,129,0.755811222108391,5.1160489215709
random,eval_flow_high_density,9,0,0,0,6.655605039358139,1.5094934701919556,0.15430519331098216,100.0,500,1.0,0.6248446702957153,1.9649643898010254,0.0,0.0,109,117,109,8.0,8,8,0,0,0,0,,107,0.6248446656911114,7.161842476599208
random,eval_flow_high_density,10,0,0,0,7.264308737754821,3.5727784633636475,0.16959622728769028,100.0,500,1.0,1.0563093423843384,2.443837881088257,0.0,1.0519928932189941,117,127,117,10.0,10,10,0,0,0,0,,134,1.0563093209346563,3.1250417921240516
random,eval_flow_high_density,11,0,0,0,6.837901395320892,2.545668601989746,0.1405706213472215,100.0,500,1.0,0.7456611394882202,2.2284140586853027,0.0,0.7877650856971741,102,110,102,8.0,8,8,0,0,0,0,,111,0.745661133581562,7.245629424312267
random,eval_flow_high_density,12,0,0,0,6.588612480640411,2.408851146697998,0.10949928688062267,100.0,500,1.0,0.4958099126815796,1.8613815307617188,0.0,1.769952416419983,125,134,125,9.0,9,9,0,0,0,0,99.5647310542466,143,0.4958099102036504,3.0254551635133615
random,eval_flow_high_density,13,0,0,0,7.5890665183067325,2.8161656856536865,0.0,100.0,500,1.0,1.7011797428131104,2.323352813720703,0.0,0.545689582824707,88,96,88,8.0,8,8,0,0,0,0,,98,1.7011797633441907,6.4533112604729475
random,eval_flow_high_density,14,0,0,0,7.340173000335693,2.4839792251586914,0.0,100.0,500,1.0,0.44531580805778503,1.5838685035705566,0.0,1.2365634441375732,119,128,119,9.0,9,9,0,0,0,0,89.39904520010509,121,0.4453158130870988,3.803395436992023
random,eval_flow_high_density,15,0,0,0,7.7784111166000365,4.219207763671875,0.037379057183115655,100.0,500,1.0,0.4629584550857544,2.4058308601379395,0.0,0.5448126196861267,113,122,113,9.0,9,9,0,0,0,0,,118,0.4629584553036766,4.542651601845069
random,eval_flow_high_density,16,0,0,0,9.27204514312744,4.216823577880859,0.012501881227351642,100.0,500,1.0,0.5814623832702637,1.8614848852157593,0.0,1.1681488752365112,137,147,137,10.0,10,10,0,0,0,0,91.3708497571705,146,0.5814623693436858,6.936327108254059
random,eval_flow_high_density,17,0,0,0,5.83591003370285,2.6511144638061523,0.3392232078732338,100.0,500,1.0,0.5929330587387085,2.1433866024017334,0.0,1.0913419723510742,98,106,98,8.0,8,8,0,0,0,0,,100,0.5929330335315268,7.881997042196399
random,eval_flow_high_density,18,0,0,0,6.8065841131210325,2.4445865154266357,0.017507052546123954,100.0,500,1.0,0.4428446590900421,2.0795013904571533,0.0,0.1478850394487381,124,133,124,9.0,9,9,0,0,0,0,,134,0.4428446515550648,6.042384561843466
random,eval_flow_high_density,19,0,0,0,6.84035615825653,4.548762321472168,0.03101576659795091,100.0,500,1.0,0.4006122946739197,2.0086793899536133,0.0,1.0356770753860474,125,134,125,9.0,9,9,0,0,0,0,,125,0.4006122986277928,3.8081084742776454
straight_line,eval_flow_high_density,0,0,1,0,4.043333351612091,0.3610724210739136,0.29622980029812146,5.2,26,1.0,0.4064410924911499,1.2596874237060547,0.0,1.4873586893081665,5,13,5,8.0,8,8,0,0,0,0,,2,0.40644110374105313,7.750735713848675
straight_line,eval_flow_high_density,1,0,1,0,4.8407254964113235,0.3100491762161255,0.22569423758152082,4.0,20,1.0,0.5889111757278442,1.7622222900390625,0.0,1.0976216793060303,13,22,13,9.0,9,9,0,0,0,0,,21,0.5889111986065352,6.975869374143201
straight_line,eval_flow_high_density,2,0,1,0,4.090072416596943,0.5914426445960999,0.2021566224995417,3.6,18,1.0,0.6473551392555237,2.055817127227783,0.0,0.935723602771759,12,22,12,10.0,10,10,0,0,0,0,,14,0.6473551392156921,4.88331421190605
straight_line,eval_flow_high_density,3,0,1,0,4.696492164223282,0.5194581151008606,0.30803315491102634,5.4,27,1.0,0.47535017132759094,1.4164934158325195,0.0,1.8622357845306396,8,18,8,10.0,10,10,0,0,0,0,,14,0.4753501733392481,6.05571105767944
straight_line,eval_flow_high_density,4,0,1,0,3.2362145921763252,0.36271268129348755,0.390353212871522,6.800000000000001,34,1.0,0.39496204257011414,1.9984538555145264,0.0,1.5809643268585205,8,18,8,10.0,10,10,0,0,0,0,,18,0.39496204659355294,6.928984993675665
straight_line,eval_flow_high_density,5,0,1,0,3.606574068069458,0.22949570417404175,0.28447485767170544,5.0,25,1.0,0.5172684788703918,1.6641727685928345,0.030535487458109856,3.0408854484558105,19,29,19,10.0,10,10,0,0,0,0,,11,0.51726849447578,5.565247274163772
straight_line,eval_flow_high_density,6,0,1,0,4.768017773565493,0.4456125795841217,0.2139058598962631,3.8000000000000003,19,1.0,0.351392537355423,1.924430251121521,0.0,0.9496182799339294,3,11,3,8.0,8,8,0,0,0,0,,5,0.35139254748665516,6.465425001693326
straight_line,eval_flow_high_density,7,0,1,0,2.8555453050944766,0.4826860725879669,0.6844661920570331,11.8,59,1.0,0.5835795998573303,1.9824434518814087,0.0,2.0973093509674072,28,37,28,9.0,9,9,0,0,0,0,,23,0.5835796090317226,4.893928538464503
straight_line,eval_flow_high_density,8,0,1,0,2.46024919340485,0.5943705439567566,0.8845171993905914,15.200000000000001,76,1.0,0.4521191418170929,1.3683247566223145,0.0,1.4097740650177002,31,39,31,8.0,8,8,0,0,0,0,,35,0.452119146075167,7.742548793316836
straight_line,eval_flow_high_density,9,0,1,0,4.081128428111205,0.6402301788330078,0.42557480563137623,7.4,37,1.0,0.5612059831619263,1.9723267555236816,0.0,2.1021790504455566,16,24,16,8.0,8,8,0,0,0,0,,10,0.5612060033164139,7.228096421826922
straight_line,eval_flow_high_density,10,0,1,0,3.9117314517498016,0.5784309506416321,0.20209337349904324,3.6,18,1.0,0.5119770765304565,2.056891918182373,0.0,1.7771356105804443,4,12,4,8.0,8,8,0,0,0,0,,8,0.5119770528492715,4.286200309864443
straight_line,eval_flow_high_density,11,0,1,0,4.450586745613499,0.545994758605957,0.21387846486300952,3.8000000000000003,19,1.0,0.376505583524704,1.4540371894836426,0.0,1.7084921598434448,8,17,8,9.0,9,9,0,0,0,0,,14,0.37650559182435533,5.8597815975861955
straight_line,eval_flow_high_density,12,0,1,0,3.003079093271686,0.5831480026245117,0.3550906730185293,6.2,31,1.0,0.48804089426994324,1.332446813583374,0.0,2.328587532043457,9,17,9,8.0,8,8,0,0,0,0,,16,0.48804088510308774,6.996591155041716
straight_line,eval_flow_high_density,13,0,1,0,2.514182280662448,0.5806828141212463,0.49612276898125457,8.6,43,1.0,0.45668554306030273,1.9255306720733643,0.0,2.0792205333709717,32,42,32,10.0,10,10,0,0,0,0,,35,0.45668555606124916,2.8168904632962453
straight_line,eval_flow_high_density,14,0,1,0,4.212289727396435,0.5377060770988464,0.20215934834276358,3.6,18,1.0,0.4971224367618561,1.7395579814910889,0.0,1.736319899559021,14,24,14,10.0,10,10,0,0,0,0,,26,0.4971224421823722,4.790627004783658
straight_line,eval_flow_high_density,15,0,1,0,5.598489368663115,0.6280890703201294,0.19039413778905195,3.4000000000000004,17,1.0,0.4863983392715454,2.0775251388549805,0.0,1.792130708694458,2,10,2,8.0,8,8,0,0,0,0,,9,0.4863983415298383,3.239633790784248
straight_line,eval_flow_high_density,16,0,1,0,4.138882418473561,0.5270790457725525,0.37858545133092814,6.6000000000000005,33,1.0,0.5123893022537231,1.1027469635009766,0.0,2.0895214080810547,14,22,14,8.0,8,8,0,0,0,0,,20,0.5123893121593935,3.6554276115479714
straight_line,eval_flow_high_density,17,0,1,0,4.222641348838806,0.6170905828475952,0.1550861228952361,2.8000000000000003,14,1.0,0.42595502734184265,2.027787923812866,0.014227679930627346,2.3131814002990723,10,19,10,9.0,9,9,0,0,0,0,,21,0.4259550194184449,5.296193787463784
straight_line,eval_flow_high_density,18,1,0,1,2.6802631460485005,0.7645574808120728,0.9785025017088083,16.8,84,1.0,0.6152960658073425,1.975540280342102,0.0,2.695746660232544,31,39,31,8.0,8,8,0,0,0,0,,37,0.6152960874191269,6.705884395711559
straight_line,eval_flow_high_density,19,0,1,0,4.949445363879204,0.566694438457489,0.22567265385202204,4.0,20,1.0,0.4185229539871216,1.3193985223770142,0.0,1.3738340139389038,8,17,8,9.0,9,9,0,0,0,0,,9,0.4185229504293925,5.062816164516687
reactive,eval_flow_high_density,0,0,0,1,3.6946936289072037,0.9203999638557434,1.0,100.0,500,1.0,1.8778102397918701,2.8892314434051514,0.0,0.17500001192092896,201,209,201,8.0,8,8,0,0,0,0,100.20000000000002,437,1.8778102311650335,0.8
reactive,eval_flow_high_density,1,0,0,0,3.3915457882881164,2.1860530376434326,0.8801617745247646,100.0,500,1.0,0.3663729727268219,1.486640214920044,0.0,1.4542052745819092,164,174,164,10.0,10,10,0,0,0,0,,206,0.36637295909568973,7.069155198974887
reactive,eval_flow_high_density,2,0,0,0,3.535106960296631,2.0277180671691895,0.8981829732436943,100.0,500,1.0,0.3964999318122864,1.1144968271255493,0.0,1.1352629661560059,164,174,164,10.0,10,10,0,0,0,0,97.04676825801614,209,0.396499924970062,5.358790234820854
reactive,eval_flow_high_density,3,0,0,1,3.698475094079971,1.1198371648788452,1.0,100.0,500,1.0,1.049607515335083,3.060065746307373,0.0,0.05000000074505806,165,173,165,8.0,8,8,0,0,0,0,,332,1.0496075386728885,0.8
reactive,eval_flow_high_density,4,0,0,0,3.862858584880829,2.2534666061401367,0.903062846507003,100.0,500,1.0,1.1266000270843506,2.2890167236328125,0.0,2.3933138847351074,159,168,159,9.0,9,9,0,0,0,0,,190,1.1266000590242016,3.490550579700133
