run_name,step,scenario,success_rate,collision_rate,mean_min_distance,std_min_distance,mean_time,mean_episode_reward,mean_reaction_time,std_reaction_time,nan_rate_reaction_time,mean_min_distance_after_turn,mean_risk_at_turn,mean_risk_max_after_turn,mean_risk_rise_time_0p3,mean_risk_rise_time_0p5,nan_rate_risk_rise_0p5,mean_sigma_trace_at_turn,mean_sigma_trace_max_after_turn,mean_sigma_rise_time_2x,mean_R_sum_at_turn,mean_R_sum_max_after_turn,mean_R_bar_at_turn,mean_R_bar_max_after_turn,mean_w_risk_at_turn,mean_w_risk_max_after_turn,turning_obstacle_top1_rate_after_turn
Rgate8_lambda015,200k,sudden,1.0,0.0,1.440348779360453,0.3372686712350154,7.565999999999999,22.260317770500254,0.2300000000000001,0.11214074816479565,0.0,2.0648857291539513,0.01687253351174695,0.024941312375555174,0.0,,1.0,1.068219961060418,1.9815101789103615,1.7993265993265997,0.020807010076438464,0.24862729270290504,0.0202093148115549,0.22998098768034367,0.6859329098628627,0.9331154846482805,0.9888888888888889
Rgate8_lambda015,300k,hard,0.9733333333333333,0.02666666666666667,0.9373795619606972,0.19885977292119783,6.833333333333335,21.198214890542364,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015,300k,random,1.0,0.0,1.5234731338421506,1.0225619395630712,6.906666666666666,22.284930379284305,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015,300k,sudden,1.0,0.0,1.219848461151123,0.24103281546792296,6.967333333333333,22.295867044965064,2.3033333333333337,6.471852542948521,0.0,1.6728300352891285,0.03937503867961466,0.0468936672379518,0.0,0.0,0.9888888888888889,1.1079279704226386,1.8357941004965042,2.0494949494949495,0.042800311207268515,0.39746216462649,0.041497290718322664,0.3553165232572495,0.8504081734845993,0.9780889981322818,1.0
Rgate8_lambda015,500k,hard,0.9366666666666666,0.06333333333333334,0.8506085708737373,0.18625251280694224,6.402000000000001,20.06581178212488,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015,500k,random,0.9933333333333333,0.006666666666666667,1.3584975562493007,1.0019949556465595,6.715333333333334,22.119485011655456,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015,500k,sudden,0.9966666666666667,0.0033333333333333335,1.0503991254170735,0.17564843781602504,6.790666666666667,22.206071883682,12.347845117845116,15.923256329208668,0.0033333333333333335,1.4763787943124769,0.06580578517355433,0.08382427669732945,0.050000000000000024,0.03333333333333335,0.9555555555555556,1.1274198518630645,1.7718627691725661,2.10962962962963,0.07019949142736659,0.5324975674480407,0.06638206781033414,0.4648723653822979,0.893458616478665,0.9819719181663689,0.9888888888888889
Rgate8_lambda015_RbarFloor03,100k,hard,0.96,0.04,0.9056480155388513,0.20181412988772326,6.9993333333333325,20.802754749543904,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,100k,random,0.9899999999999999,0.01,1.4349470022320745,1.0489696702985667,7.048666666666668,21.993050955095864,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,100k,sudden,0.9899999999999999,0.01,1.1257590070366859,0.27900647701608877,7.111999999999999,21.988827095707503,0.31944217687074844,0.3344416152147676,0.006666666666666667,1.687644096116225,0.04587467975357359,0.06654338130706128,0.0,0.15000000000000008,0.9444444444444445,1.0655771463636368,1.6567394389519616,2.141666666666667,0.04972772084374053,0.5289955438405084,0.046096449855478,0.4493313030129669,0.8109701302938875,0.9384797509464006,0.9333333333333332
Rgate8_lambda015_RbarFloor03,200k,hard,0.9899999999999999,0.01,1.0666133615374565,0.24686908237097574,7.704666666666667,21.631985417796503,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,200k,random,0.9966666666666667,0.0033333333333333335,1.7679532074928286,0.9369863977291338,7.802666666666667,22.055212193365904,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,200k,sudden,1.0,0.0,1.4382215782006582,0.3799153375820754,7.849333333333333,22.205360272291866,0.22000000000000008,0.08414912490772075,0.0,2.0358517934878666,0.012179056544205128,0.029545361076349155,0.40000000000000013,0.2000000000000001,0.9888888888888889,1.047794163558218,1.8065827005439334,1.9333333333333338,0.015038162844485259,0.2768577379680917,0.01453290730767945,0.2506974650284816,0.6686731357198571,0.9334405601024628,0.9777777777777779
Rgate8_lambda015_RbarFloor03,300k,hard,0.9633333333333333,0.03666666666666667,0.9557052402695021,0.22792100935964074,6.842666666666667,20.89464012476327,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,300k,random,0.9966666666666667,0.0033333333333333335,1.6028767837087312,0.9538637335863903,7.0906666666666665,22.163442931130295,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,300k,sudden,0.9966666666666667,0.0033333333333333335,1.2821685948967934,0.30531366683017014,7.132000000000001,22.17521141870792,3.0488148148148153,5.454558461573683,0.0033333333333333335,1.7735310086607932,0.03468125735950162,0.04415901714703813,0.0666666666666667,,1.0,1.065956038236618,1.7033638662762112,1.9910052910052916,0.03498365874175776,0.35412133280672914,0.03389231674332412,0.31936961639949574,0.7998273224432652,0.965892681810591,0.9777777777777779
Rgate8_lambda015_RbarFloor03,500k,hard,0.93,0.07,0.8088320188721022,0.18083029406381693,6.3373333333333335,19.931560380866333,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,500k,random,0.9899999999999999,0.01,1.3409213033815224,1.0643838874824725,6.722,22.026924177651438,,,1.0,,,,,,,,,,,,,,,,
Rgate8_lambda015_RbarFloor03,500k,sudden,0.9933333333333333,0.006666666666666667,1.010486454665661,0.20495818712412261,6.769333333333333,22.13540866259576,6.479205387205387,12.724530864513158,0.0033333333333333335,1.5537521816293396,0.06379922464679162,0.08338801721361805,0.026666666666666682,0.025000000000000012,0.9333333333333332,1.0925672085748779,1.7458926048543717,1.9000000000000004,0.07137189353713706,0.5680712434152763,0.0645959237154296,0.48740164336754654,0.8538426531351573,0.9501562025811937,0.9777777777777779
