run_name,seed,step,scenario,success_rate,collision_rate,mean_min_distance,std_min_distance,mean_time,mean_episode_reward,mean_reaction_time,std_reaction_time,nan_rate_reaction_time,mean_min_distance_after_turn,mean_risk_at_turn,mean_risk_max_after_turn,mean_risk_rise_time_0p3,mean_risk_rise_time_0p5,nan_rate_risk_rise_0p5,mean_sigma_trace_at_turn,mean_sigma_trace_max_after_turn,mean_sigma_rise_time_2x,mean_R_sum_at_turn,mean_R_sum_max_after_turn,mean_R_bar_at_turn,mean_R_bar_max_after_turn,mean_w_risk_at_turn,mean_w_risk_max_after_turn,turning_obstacle_top1_rate_after_turn
Rgate8,1,100k,random,0.98,0.02,1.4150575190782546,0.7871403883306317,7.035999999999999,21.69683783264976,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,100k,sudden,1.0,0.0,1.2134444111585616,0.3111919130241396,7.144,22.179753283606114,0.2960000000000001,0.26435360463369567,0.0,1.6766266298294068,0.04165725755582388,0.048290991490102866,0.0,0.0,0.9666666666666667,1.1291765213012694,1.870546325047811,0.9857142857142857,0.042418479475054914,0.4295144344951647,0.040676185849379015,0.3785702588037663,0.6869031614470865,0.9541072664161523,0.9666666666666667
Rgate8,1,200k,hard,0.99,0.01,0.9955208468437194,0.20357067867241177,7.619999999999999,21.51820431835884,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,200k,random,1.0,0.0,1.554068540930748,0.7324487496593194,7.649999999999999,22.08264340741922,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,200k,sudden,0.98,0.02,1.3473680645227433,0.37157643271110513,7.611999999999999,21.526141956411067,0.20404040404040413,0.04020151261036848,0.01,1.8694924068450929,0.029241413301461672,0.04497659434652781,0.2000000000000001,,1.0,1.1730024675528208,1.9003337423006694,1.3692307692307693,0.029528132273329535,0.2945541259648356,0.02929363246749588,0.2682362977692133,0.6996394736846677,0.9659049597049791,0.9666666666666667
Rgate8,1,300k,hard,0.96,0.04,0.905661641061306,0.20715302865628937,6.870000000000001,20.707316648195693,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,300k,random,0.99,0.01,1.47431231290102,0.7397331166682205,7.116000000000001,21.951405660268875,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,300k,sudden,0.99,0.01,1.2601079720258712,0.3196245860012296,7.136,21.875188008468907,0.2484848484848486,0.16435628072266364,0.01,1.8053112304210663,0.02348257794074877,0.02948831340366771,,,1.0,1.1644806345303853,1.8446779251098633,1.0000000000000002,0.024443859383322795,0.40509484166201826,0.02424536521888838,0.36050243828735806,0.7529102615007427,0.9648753666677901,0.9666666666666667
Rgate8,1,500k,hard,0.93,0.07,0.7921728190779685,0.17368341474986843,6.264000000000002,19.81617697848822,,,1.0,,,,,,,,,,,,,,,,
Rgate8,1,500k,random,0.99,0.01,1.2294811421632768,0.7574165619145262,6.670000000000001,22.002586427559518,,,1.0,,,,,,,,,,,,,,,,
