method_key,method,base_policy,shield_enabled,shield_config_name,eval_seed,scenario,steps,shield_trigger_rate,filter_delta_norm_mean,filter_delta_norm_p95,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_speed,7236,0.2967108899944721,0.22540492444845392,1.1623574197292328,0.2906301824212272,0.008153676064123825,2.918392431048917,3.364069906887874,0.0,0.0,1.5546251446865356,1.4800790201825222
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_threat,7357,0.30039418241130894,0.22010480882634129,1.0527771234512329,0.2882968601332065,0.006932173440260976,3.3480871960390943,3.8919738623282845,0.0,0.0,1.5607255949053052,1.4880767838777011
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_id,7570,0.32113606340819023,0.2457903704179089,1.1363862574100492,0.3114927344782034,0.003830911492734478,3.209507738028874,3.8161418747878417,0.0,0.0,1.5565485949954079,1.4743678645067202
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_mixed_ood,7185,0.3011830201809325,0.2293666584734794,1.0700159549713117,0.29352818371607514,0.007933194154488519,3.188805287234674,3.710965271804821,0.0,0.0,1.5657329790361574,1.488319143509815
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_sudden_threat,7516,0.3155934007450772,0.24064284969446362,1.0440306663513184,0.3082756785524215,0.006785524215007983,3.286002338666045,3.8828539536386617,0.0,0.0,1.5606978929553532,1.4821108370432516
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_high_density,5606,0.0,0.0,0.0,0.36728505173028897,0.36728505173028897,2.312132422403874,2.312132422403874,0.0,0.0,1.5502549921013906,1.5502549921013906
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_high_speed,5893,0.0,0.0,0.0,0.24367894111657898,0.24367894111657898,3.0316144594215912,3.0316144594215912,0.0,0.0,1.5511027880401131,1.5511027880401131
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_high_threat,6030,0.0,0.0,0.0,0.30713101160862355,0.30713101160862355,2.7591985377234023,2.7591985377234023,0.0,0.0,1.5140066310145566,1.5140066310145566
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_id,5623,0.0,0.0,0.0,0.321892228347857,0.321892228347857,2.779549538295486,2.779549538295486,0.0,0.0,1.543211933669937,1.543211933669937
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_mixed_ood,5684,0.0,0.0,0.0,0.3101688951442646,0.3101688951442646,2.5665382752532793,2.5665382752532793,0.0,0.0,1.5349526973854144,1.5349526973854144
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1000,eval_flow_sudden_threat,5721,0.0,0.0,0.0,0.3099108547456738,0.3099108547456738,2.5812756255702847,2.5812756255702847,0.0,0.0,1.5307056488867428,1.5307056488867428
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_high_density,5596,0.0,0.0,0.0,0.36794138670478915,0.36794138670478915,2.296229613799785,2.296229613799785,0.0,0.0,1.5515546756260645,1.5515546756260645
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_high_speed,5894,0.0,0.0,0.0,0.24397692568713947,0.24397692568713947,3.027273694104962,3.027273694104962,0.0,0.0,1.5506096463871681,1.5506096463871681
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_high_threat,6029,0.0,0.0,0.0,0.3080112788190413,0.3080112788190413,2.744742579767397,2.744742579767397,0.0,0.0,1.5140664456080077,1.5140664456080077
p3_no_shield,P3_checkpoint_1500k_no_shield,p3_1500k,0,none,1001,eval_flow_id,5630,0.0,0.0,0.0,0.3234458259325044,0.3234458259325044,2.766455432588822,2.766455432588822,0.0,0.0,1.5439562274602971,1.5439562274602971
