method_key,method,base_policy,shield_enabled,shield_config_name,checkpoint_path,checkpoint_label,eval_seed,scenario,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_density,50,0.78,0.22,0.68,0.9871391114775335,4.706437573527491,1.0609123195707797,163.42,37.68798328775315,0.3724289375393102,0.3724289375393102,1.457941862425041,0.17029698511620278,0.0,2.8358445308021993,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_speed,50,0.9,0.1,0.74,0.986257295817487,4.722466354839941,1.1728733277320862,143.52,40.31891114824797,0.269742159407296,0.269742159407296,1.4899483455638725,0.16087596544748808,0.0,3.0447394202739715,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_high_threat,50,0.78,0.22,0.64,0.98607404925091,5.240390223933137,1.121957949399948,147.46,37.838530020035,0.28279943965462834,0.28279943965462834,1.4935247498952435,0.15587611227955162,0.0,3.3861647490305593,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_id,50,0.88,0.12,0.66,0.9885660695957742,5.307639952989388,1.228712070584297,152.14,39.837148192742724,0.2914360238009435,0.2914360238009435,1.4823046334748573,0.1650248879092988,0.0,3.3239435740164316,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_mixed_ood,50,0.82,0.18,0.7,0.9870179276533092,5.098455726702571,1.1652706903219223,143.18,38.6434364345576,0.28943848825983315,0.28943848825983315,1.4932470714777861,0.1653318061568184,0.0,3.247352604070008,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1000,eval_flow_sudden_threat,50,0.78,0.2,0.72,0.9871640695459374,5.282295237814933,1.0813242110610009,151.14,37.948614495917134,0.2907024532452353,0.2907024532452353,1.4921836704241478,0.15327220357313412,0.0,3.380510480426577,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_density,50,0.78,0.22,0.68,0.9868547590427512,4.683562180969165,1.0673361778259278,165.22,37.6583046588467,0.3751702253436403,0.3751702253436403,1.4557109760171492,0.17178036202045832,0.0,2.8243507211328467,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_speed,50,0.9,0.1,0.76,0.9862218474643984,4.692659116581823,1.1592843294143678,144.92,40.286110664228794,0.27827587442001867,0.27827587442001867,1.4873424955819388,0.16336097545334444,0.0,3.0090959977547977,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_high_threat,50,0.78,0.22,0.64,0.9859379814825978,5.264071218885144,1.1197192418575286,147.02,37.841507000649834,0.2773299052256266,0.2773299052256266,1.494279130034695,0.15531459020376606,0.0,3.422916422977934,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_id,50,0.86,0.14,0.64,0.9888922818346739,5.32489647382169,1.215273020863533,151.1,39.4398171390394,0.29103646368364144,0.29103646368364144,1.4826102092860822,0.16358360304999078,0.0,3.3500013742433397,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_mixed_ood,50,0.82,0.18,0.72,0.9869593599890503,5.1018817600744155,1.1580885142087936,143.24,38.63963619212483,0.2914878886536044,0.2914878886536044,1.4917225387836721,0.1668163470638126,0.0,3.2418182683700634,0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full,1,vo_like_filter_h45_cpa1p2_h16,checkpoints/env_v2_gpsi_heada_ppo_n3f_no_z_s0/final.zip,final,1001,eval_flow_sudden_threat,50,0.78,0.2,0.72,0.9871716570404971,5.298580156780369,1.0738891956210137,150.82,37.94617986309079,0.29028853383131586,0.29028853383131586,1.4924038803130706,0.15383085573141517,0.0,3.3953271817933546,0
