split,horizon_sec,motion_mode_id,motion_mode,axis,count,mean,median,p10,p90,min,max
val,2.0,2,accel_decel,x,6754,-4.4514936004512435,-4.738518953323364,-5.0,-3.3737382650375367,-5.0,-1.243277668952942
val,2.0,2,accel_decel,y,6754,-0.8875274991264707,-0.8011161684989929,-1.6888935685157775,-0.10224854350090026,-5.0,0.7724645733833313
val,2.0,2,accel_decel,z,6754,-4.889416880003263,-5.0,-5.0,-4.684903430938721,-5.0,-2.9755494594573975
val,4.0,2,accel_decel,x,5287,-3.0088722733010953,-3.07844614982605,-3.79049334526062,-2.0223539829254142,-5.0,-0.5687436461448669
val,4.0,2,accel_decel,y,5287,0.6283605052447128,0.7296937108039856,-0.19626073241233824,1.4077845335006716,-5.0,2.226475238800049
val,4.0,2,accel_decel,z,5287,-4.721158506132061,-5.0,-5.0,-3.812311220169064,-5.0,-1.9729645252227783
val,1.0,3,ar1_velocity,x,9577,-3.810831227867168,-3.792339324951172,-4.7125202178955075,-2.9831614017486574,-5.0,-1.843213438987732
val,1.0,3,ar1_velocity,y,9577,-3.7163551063468887,-3.7277963161468506,-4.438186740875244,-2.984591484069824,-5.0,-1.7753188610076904
val,1.0,3,ar1_velocity,z,9577,-3.913318494024214,-3.895751953125,-4.92376070022583,-3.04322190284729,-5.0,-1.8746815919876099
val,2.0,3,ar1_velocity,x,8642,-2.269039397547571,-2.218367099761963,-3.020919680595398,-1.6008626103401185,-4.582644462585449,-0.6886670589447021
val,2.0,3,ar1_velocity,y,8642,-2.1538779699579624,-2.160391926765442,-2.8841670751571655,-1.3993723154067992,-4.527279853820801,-0.12121796607971191
val,2.0,3,ar1_velocity,z,8642,-2.4779724450443554,-2.3880717754364014,-3.448916530609131,-1.6650155067443846,-5.0,-0.7588220834732056
val,4.0,3,ar1_velocity,x,6816,-0.9020977089983059,-0.8714762032032013,-1.5300384163856506,-0.3176625072956085,-3.2423202991485596,0.3890398144721985
val,4.0,3,ar1_velocity,y,6816,-0.7539187835723062,-0.7852959930896759,-1.509009063243866,0.05954543314874172,-3.8149101734161377,1.5379433631896973
val,4.0,3,ar1_velocity,z,6816,-1.3575606882780409,-1.2230050563812256,-2.3817596435546875,-0.566636323928833,-5.0,0.19959622621536255
val,1.0,4,crossing_or_sudden_threat,x,7575,-4.78758136072568,-5.0,-5.0,-4.081379985809326,-5.0,-1.4431103467941284
val,1.0,4,crossing_or_sudden_threat,y,7575,-4.714023097844014,-5.0,-5.0,-3.4654191017150877,-5.0,-0.9277908802032471
val,1.0,4,crossing_or_sudden_threat,z,7575,-4.999251628346962,-5.0,-5.0,-5.0,-5.0,-4.524860858917236
val,2.0,4,crossing_or_sudden_threat,x,7085,-4.562067742699372,-5.0,-5.0,-2.6793581485748286,-5.0,-0.5475443601608276
val,2.0,4,crossing_or_sudden_threat,y,7085,-4.517380005924653,-5.0,-5.0,-2.5958374977111816,-5.0,-0.676173985004425
val,2.0,4,crossing_or_sudden_threat,z,7085,-4.988291848572358,-5.0,-5.0,-5.0,-5.0,-3.613424062728882
val,4.0,4,crossing_or_sudden_threat,x,6114,-4.288994736489339,-5.0,-5.0,-1.7587917566299442,-5.0,-0.33064788579940796
val,4.0,4,crossing_or_sudden_threat,y,6114,-4.247360142995109,-5.0,-5.0,-1.878857707977295,-5.0,0.8491156101226807
val,4.0,4,crossing_or_sudden_threat,z,6114,-4.9624691046177265,-5.0,-5.0,-5.0,-5.0,-2.847961664199829
test,1.0,0,linear,x,7425,-4.919731814387672,-5.0,-5.0,-5.0,-5.0,-2.2517285346984863
test,1.0,0,linear,y,7425,-4.563074773361386,-5.0,-5.0,-3.273448276519775,-5.0,-1.8562692403793335
test,1.0,0,linear,z,7425,-4.989118331241286,-5.0,-5.0,-5.0,-5.0,-3.8982105255126953
test,2.0,0,linear,x,6915,-4.80616054245293,-5.0,-5.0,-4.611095333099365,-5.0,-1.2277783155441284
test,2.0,0,linear,y,6915,-3.8963677683776474,-5.0,-5.0,-1.4229222774505614,-5.0,-0.251512348651886
test,2.0,0,linear,z,6915,-4.937081328252046,-5.0,-5.0,-5.0,-5.0,-2.9534125328063965
test,4.0,0,linear,x,5935,-4.502983846821098,-5.0,-5.0,-3.1134058475494384,-5.0,-0.5373337864875793
test,4.0,0,linear,y,5935,-3.095294264457153,-4.190889358520508,-5.0,0.2417541235685352,-5.0,1.4045642614364624
test,4.0,0,linear,z,5935,-4.85318083453801,-5.0,-5.0,-4.896256923675536,-5.0,-1.929136872291565
test,1.0,1,sinusoidal_lateral,x,13774,-4.840575566533447,-5.0,-5.0,-4.680502939224243,-5.0,-0.8812900185585022
test,1.0,1,sinusoidal_lateral,y,13774,-4.9416038066828145,-5.0,-5.0,-5.0,-5.0,-1.9880856275558472
test,1.0,1,sinusoidal_lateral,z,13774,-4.992281185761927,-5.0,-5.0,-5.0,-5.0,-4.008828163146973
test,2.0,1,sinusoidal_lateral,x,12872,-4.472594192518689,-5.0,-5.0,-2.70944893360138,-5.0,0.0058777667582035065
test,2.0,1,sinusoidal_lateral,y,12872,-4.871759260887126,-5.0,-5.0,-5.0,-5.0,-0.2243058681488037
test,2.0,1,sinusoidal_lateral,z,12872,-4.95804431465859,-5.0,-5.0,-5.0,-5.0,-2.9331459999084473
test,4.0,1,sinusoidal_lateral,x,11088,-4.034745296167713,-4.528428554534912,-5.0,-2.0859620809555044,-5.0,-0.39154013991355896
test,4.0,1,sinusoidal_lateral,y,11088,-4.761631929443297,-5.0,-5.0,-5.0,-5.0,1.4603601694107056
test,4.0,1,sinusoidal_lateral,z,11088,-4.902234602853936,-5.0,-5.0,-5.0,-5.0,-1.9516061544418335
test,1.0,2,accel_decel,x,6642,-4.873220959509471,-5.0,-5.0,-4.887083339691162,-5.0,-2.1973822116851807
test,1.0,2,accel_decel,y,6642,-2.7798975785070783,-2.742592692375183,-3.4969653844833375,-2.0420257568359377,-5.0,-0.7684708833694458
test,1.0,2,accel_decel,z,6642,-4.983117583357258,-5.0,-5.0,-5.0,-5.0,-4.079214572906494
test,2.0,2,accel_decel,x,5942,-4.461551705059962,-4.795852899551392,-5.0,-3.36767039299011,-5.0,-1.1414225101470947
test,2.0,2,accel_decel,y,5942,-0.9223368707222996,-0.8166438937187195,-1.7489928483963013,-0.1394860625267027,-5.0,0.7383699417114258
test,2.0,2,accel_decel,z,5942,-4.886312097581859,-5.0,-5.0,-4.646607255935669,-5.0,-2.9564359188079834
test,4.0,2,accel_decel,x,4565,-3.0661697666198506,-3.1683943271636963,-3.8678755283355715,-1.9583271026611326,-5.0,-0.39479702711105347
test,4.0,2,accel_decel,y,4565,0.55553401951165,0.6576365232467651,-0.3302962899208069,1.3570127487182617,-4.0469441413879395,2.27724027633667
test,4.0,2,accel_decel,z,4565,-4.704068249366109,-5.0,-5.0,-3.729532098770141,-5.0,-1.8473381996154785
test,1.0,3,ar1_velocity,x,8508,-3.7828399096092373,-3.754219174385071,-4.748324871063232,-2.9097157955169677,-5.0,-1.5132554769515991
test,1.0,3,ar1_velocity,y,8508,-3.7143322098938913,-3.718104839324951,-4.482530641555786,-2.9486390352249146,-5.0,-1.849979043006897
test,1.0,3,ar1_velocity,z,8508,-3.881746727701751,-3.857073664665222,-4.911758852005005,-2.980548644065857,-5.0,-1.6960594654083252
test,2.0,3,ar1_velocity,x,7690,-2.245502483104543,-2.1770851612091064,-3.0543183088302612,-1.5294132590293885,-5.0,-0.45870527625083923
test,2.0,3,ar1_velocity,y,7690,-2.1440627537057364,-2.139837145805359,-2.9173954725265503,-1.3850255966186524,-4.0476484298706055,-0.24004697799682617
test,2.0,3,ar1_velocity,z,7690,-2.4608047651066425,-2.357330083847046,-3.461243009567261,-1.6295410275459286,-5.0,-0.7631196975708008
test,4.0,3,ar1_velocity,x,6088,-0.8840949138936693,-0.8364924490451813,-1.5176019549369812,-0.25068221688270553,-3.8273873329162598,0.4750673472881317
test,4.0,3,ar1_velocity,y,6088,-0.7566266662153445,-0.7732985615730286,-1.5343305706977843,0.046205752715468416,-3.0680911540985107,1.4570506811141968
test,4.0,3,ar1_velocity,z,6088,-1.3289313660087076,-1.197124421596527,-2.321461009979248,-0.540797996520996,-5.0,0.09543115645647049
test,1.0,4,crossing_or_sudden_threat,x,7559,-4.8210826248920124,-5.0,-5.0,-4.3118640899658205,-5.0,-1.442857265472412
test,1.0,4,crossing_or_sudden_threat,y,7559,-4.72991644837803,-5.0,-5.0,-3.5831247806549076,-5.0,-0.7985700368881226
test,1.0,4,crossing_or_sudden_threat,z,7559,-4.999541281833742,-5.0,-5.0,-5.0,-5.0,-4.710909843444824
test,2.0,4,crossing_or_sudden_threat,x,7109,-4.6175349414608515,-5.0,-5.0,-2.867919969558716,-5.0,-0.6312069892883301
test,2.0,4,crossing_or_sudden_threat,y,7109,-4.495667081515419,-5.0,-5.0,-2.5786975383758546,-5.0,-0.7853238582611084
test,2.0,4,crossing_or_sudden_threat,z,7109,-4.989569734094984,-5.0,-5.0,-5.0,-5.0,-3.6581954956054688
test,4.0,4,crossing_or_sudden_threat,x,6213,-4.369727165538217,-5.0,-5.0,-1.9627340555191035,-5.0,-0.4146748185157776
test,4.0,4,crossing_or_sudden_threat,y,6213,-4.1664360627201775,-5.0,-5.0,-1.6336169958114624,-5.0,0.9796497225761414
test,4.0,4,crossing_or_sudden_threat,z,6213,-4.965655003732939,-5.0,-5.0,-5.0,-5.0,-3.0024254322052
