split,horizon_sec,direction,bin,std_low,std_high,count,mean_predicted_std,mean_abs_projected_error,pct_abs_z_lt_1,pct_abs_z_lt_2
val,4.0,radial_xy,1,0.08208499848842621,0.10456413924694062,11402,0.08570927381515503,0.03836866095662117,0.880459568496755,0.9789510612173303
val,4.0,radial_xy,2,0.10456413924694062,0.31484366059303337,6950,0.188155397772789,0.16009670495986938,0.6925179856115108,0.9112230215827338
val,4.0,radial_xy,3,0.31484366059303337,0.5941666007041931,6949,0.4605639576911926,0.34762096405029297,0.7254281191538351,0.9327960857677363
val,4.0,radial_xy,4,0.5941666007041931,1.506902813911438,6950,0.761366605758667,0.5982345938682556,0.7014388489208633,0.9414388489208633
val,4.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,2748,0.08208499848842621,0.019428053870797157,0.9741630276564774,0.9956331877729258
val,4.0,rel_velocity_xy,1,0.08208499848842621,0.10052027106285097,11151,0.08512738347053528,0.03194402903318405,0.9250291453681284,0.9933638238722985
val,4.0,rel_velocity_xy,2,0.10052027106285097,0.4834396719932556,6950,0.2293315827846527,0.15343508124351501,0.8007194244604317,0.9489208633093525
val,4.0,rel_velocity_xy,3,0.4834396719932556,0.9473866939544683,6949,0.6929630637168884,0.6222115755081177,0.6583681105194992,0.9021441934091237
val,4.0,rel_velocity_xy,4,0.9473866939544683,3.036358118057251,6950,1.4444669485092163,1.059484839439392,0.7168345323741008,0.936978417266187
val,4.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,2424,0.08208499848842621,0.04129166901111603,0.8943894389438944,0.9797854785478548
val,4.0,error_direction_diag_only,1,0.08208499848842621,0.12126783579587937,11475,0.0887610986828804,0.05264360085129738,0.8385185185185186,0.9713289760348583
val,4.0,error_direction_diag_only,2,0.12126783579587937,0.4707956194877625,6950,0.25949960947036743,0.25489628314971924,0.6528057553956834,0.8896402877697842
val,4.0,error_direction_diag_only,3,0.4707956194877625,0.8616650581359865,6949,0.6542716026306152,0.8203890919685364,0.45517340624550295,0.835515901568571
val,4.0,error_direction_diag_only,4,0.8616650581359865,3.008258819580078,6950,1.3580321073532104,1.203698992729187,0.63568345323741,0.9113669064748201
test,1.0,x_axis,3,0.08208499848842621,0.12134673148393631,35126,0.08381649106740952,0.023180115967988968,0.9500370096225018,0.9904344360302909
test,1.0,x_axis,4,0.12134673148393631,0.6436211466789246,8782,0.18929365277290344,0.14311635494232178,0.7158961512184012,0.9385105898428604
test,1.0,y_axis,2,0.08208499848842621,0.10891600698232662,26345,0.0831371620297432,0.013139505870640278,0.9856519263617385,0.9960903397229076
test,1.0,y_axis,3,0.10891600698232662,0.19738698303699492,8781,0.15405000746250153,0.11430256068706512,0.738526363739893,0.9306457123334472
test,1.0,y_axis,4,0.19738698303699492,0.680971086025238,8782,0.2677139639854431,0.1949855089187622,0.7718059667501708,0.9330448644955591
test,1.0,radial_xy,0,0.08208498358726501,0.08208499848842621,7211,0.08208499848842621,0.01464444026350975,0.9891831923450284,0.998335875745389
test,1.0,radial_xy,2,0.08208499848842621,0.0887743726372719,19134,0.08242881298065186,0.01768510788679123,0.9729800355388314,0.9954008571129925
test,1.0,radial_xy,3,0.0887743726372719,0.14003761708736417,8781,0.11169028282165527,0.07325507700443268,0.7866985536954789,0.9479558136886459
test,1.0,radial_xy,4,0.14003761708736417,0.6033371686935425,8782,0.19669990241527557,0.15445195138454437,0.7112275108175814,0.9323616488271464
test,1.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,7396,0.0820850059390068,0.011659571900963783,0.9943212547322877,0.9986479177934018
