training_seed,method_key,method,checkpoint,checkpoint_path,checkpoint_step,checkpoint_label,eval_seed,threat_class,episodes,success_rate,collision_rate,near_miss_rate,progress,mean_min_distance,episode_min_distance,episode_length,episode_reward,raw_unsafe_action_rate,raw_safe_margin_unsafe_action_rate,action_norm,action_delta,no_response_rate,raw_min_predicted_cpa,nan_or_crash,source_phase
0,p3_s0_1500k,P3_block_projected_1500k,P3_block_projected_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,1001,high,287,0.6097560975609756,0.3902439024390244,0.5888501742160279,0.9559796659877222,4.648807703093717,0.7899095502776136,115.34146341463416,33.76702879699738,0.3115790409275226,0.3553516660080556,1.5416325445474353,0.153812476407032,0.0,2.664480688881199,0,N3PF-V
0,p3_s0_1500k,P3_block_projected_1500k,P3_block_projected_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,1001,medium,13,0.6923076923076923,0.3076923076923077,0.6153846153846154,0.912239922351372,4.389813868812107,0.8620923092732062,113.3076923076923,33.99058852973599,0.3801793216068744,0.4187205600765442,1.5503497154223371,0.1719125311203694,0.0,2.3098573448267263,0,N3PF-V
0,p3_s0_1500k,P3_block_projected_1500k,P3_block_projected_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,1002,high,287,0.6132404181184669,0.3867595818815331,0.5923344947735192,0.9559556992569216,4.659771637010028,0.7910754856643777,115.14285714285714,33.83800042834897,0.3106724123921683,0.3549120709340766,1.5415323412560666,0.1537153810007245,0.0,2.664730705605177,0,N3PF-V
0,p3_s0_1500k,P3_block_projected_1500k,P3_block_projected_1500k,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/checkpoint_1500k.zip,1500000,1500k,1002,medium,13,0.6923076923076923,0.3076923076923077,0.6153846153846154,0.912239922351372,4.389813868812107,0.8620923092732062,113.3076923076923,33.99058852973599,0.3801793216068744,0.4187205600765442,1.5503497154223371,0.1719125311203694,0.0,2.3098573448267263,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1000,high,288,0.5868055555555556,0.4131944444444444,0.5555555555555556,0.9464951761208372,4.804857337500656,0.7804636205546558,116.41319444444444,32.9464355527711,0.3055381266730946,0.3471900216615449,1.5524900556405747,0.1503109772317762,0.0,2.7991381108375406,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1000,medium,12,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.9111976148182296,4.458588275873873,0.9991111805041633,113.66666666666669,36.72674478878096,0.354954474071653,0.4256634677970443,1.555341589274886,0.1650032461049509,0.0,2.3911453732634462,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1001,high,288,0.5798611111111112,0.4201388888888889,0.5486111111111112,0.94655139469852,4.77224556554121,0.776346605271101,116.40277777777776,32.808994866486444,0.3077274635575419,0.3496643342058068,1.5524877712396967,0.1510445506946831,0.0,2.7702990795323226,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1001,medium,12,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.9111976148182296,4.458588275873873,0.9991111805041633,113.66666666666669,36.72674478878096,0.354954474071653,0.4256634677970443,1.555341589274886,0.1650032461049509,0.0,2.3911453732634462,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1002,high,287,0.5818815331010453,0.4181184668989547,0.5505226480836237,0.9468422143637052,4.779214144938458,0.7784130475662311,116.41463414634148,32.85983500806443,0.3090689943085325,0.3510492289278052,1.5522791070617297,0.1510894731459221,0.0,2.7663126597356755,0,N3PF-V
0,p3_s0_final,P3_block_projected_final,P3_block_projected_final,checkpoints/env_v2_gpsi_heada_ppo_n3pf_block_projected_s0/final.zip,1500000,final,1002,medium,13,0.8461538461538461,0.1538461538461538,0.8461538461538461,0.9172354281516192,4.55536035709722,0.999206107396346,113.6153846153846,37.19708346580993,0.3433071932206681,0.4099385039705869,1.552847065708001,0.162670243946605,0.0,2.4670152144750306,0,N3PF-V
