run_name,training_seed,method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,include_z,include_logvar,logvar_output_scale,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,adapter_output_64,0,258,16512,0,0,5.66064220251039,5.655648469924927,5.918252944946289,5.992722034454346,0.9992212327413781,0.9999285936355591,0.9999316930770874
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_id,linear,medium,0,1,0.2,full_aug_obs,0,255,7650,0,0,3.3336961718166576,3.3909618854522705,3.6952757835388184,3.738110303878784,1.099431293852189,1.3657629489898682,1.3903307914733887
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,obs_i_12,0,29472,353664,0,0,1.3691292365974506,1.3504490852355957,1.8719559907913208,2.493819236755371,0.8298875159936897,1.1023306846618652,1.3983145952224731
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,delta_hat_9_after_scale,0,29472,265248,0,0,1.4070020814461446,1.4239389896392822,2.1466643810272217,2.98598313331604,1.05160836172864,1.5930054187774658,2.6235222816467285
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,logvar_raw_9_clamped,0,29472,265248,0,0,13.000178986842807,13.522881984710693,14.603049278259277,15.0,4.960631752724432,5.0,5.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,logvar_scaled_9_policy,0,29472,265248,0,0,2.600035808027907,2.7045763731002808,2.920609712600708,3.0,0.9921263510767819,1.0,1.0
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,adapter_output_64,0,29614,1895296,0,0,5.788728256699621,5.796130180358887,6.03885555267334,6.249311923980713,0.9982803639082614,0.9998540878295898,0.9999760985374451
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,accel_decel,high,0,1,0.2,full_aug_obs,0,29472,884160,0,0,3.2994186827684393,3.3399115800857544,3.81530122756958,4.395882606506348,1.1697169740893651,1.5930054187774658,2.6235222816467285
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,crossing_or_sudden_threat,high,0,1,0.2,obs_i_12,0,17357,208284,0,0,1.3759851100539986,1.35416579246521,1.8681005239486694,2.2898669242858887,0.8243738735244799,1.0736261129379274,1.3835970163345337
seed2_rerunA,2,p3_s2_seed2_rerunA_1000k,P3_block_projected_seed2_rerunA_1000k,p3_s2_seed2_rerunA_1000k,1000000,1000k,eval_flow_high_density,crossing_or_sudden_threat,high,0,1,0.2,delta_hat_9_after_scale,0,17357,156213,0,0,1.4021150889851146,1.4428000450134277,2.0768597126007085,3.0005064010620117,1.0574213886807255,1.5521665811538696,2.669964551925659
