method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,feature_adapter,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,obs_i_12,0,35,420,0,0,1.5117062738963536,1.5414199829101562,2.1411505222320555,2.248922109603882,0.8487211653164455,1.1506930828094482,1.1982877254486084
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,delta_hat_9_after_scale,0,35,315,0,0,1.5586970090866088,1.4877914190292358,1.971830129623413,2.299027442932129,1.265145856993539,1.572729992866516,1.6190789937973022
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,logvar_raw_9_clamped,0,35,315,0,0,13.804252706255232,13.932608604431152,14.369583129882812,14.4083251953125,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,logvar_scaled_9_policy,0,35,315,0,0,13.804252706255232,13.932608604431152,14.369583129882812,14.4083251953125,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,adapter_output_64,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,sinusoidal_lateral,high,,full_aug_obs,0,35,1050,0,0,13.983621433803014,14.106006622314453,14.469467830657958,14.506672859191895,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,linear,high,,obs_i_12,0,215,2580,0,0,1.3361393443373746,1.313942790031433,1.774520981311798,2.178239345550537,0.8370812063993409,1.0,1.1788543462753296
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,linear,high,,delta_hat_9_after_scale,0,215,1935,0,0,1.4600321960310603,1.4967520236968994,2.111028814315796,2.3356165885925293,1.1431805977987688,1.5772575855255127,1.8058507442474365
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,linear,high,,logvar_raw_9_clamped,0,215,1935,0,0,14.288015884576842,14.367889404296875,14.610802745819091,15.0,5.0,5.0,5.0
noz_ordinary_vo,no_z_full_plus_ordinary_vo,no_z_full_plus_ordinary_vo,1500000,final,eval_flow_id,linear,high,,logvar_scaled_9_policy,0,215,1935,0,0,14.288015884576842,14.367889404296875,14.610802745819091,15.0,5.0,5.0,5.0
